,rent_time,rent_s_no,time,s_no
180193,2023-04-05 08:36:24,501209045,2023-04-05 08:42:42,501204003
180198,2023-04-05 08:36:37,501201001,2023-04-05 08:51:41,501205031
180201,2023-04-05 08:36:55,501201001,2023-04-05 08:51:32,501205031
180236,2023-04-05 08:38:47,501205025,2023-04-05 08:48:16,501205012
180265,2023-04-05 08:40:23,501205023,2023-04-05 08:45:55,501205023
180302,2023-04-05 08:42:23,501201029,2023-04-05 08:47:16,501205006
180304,2023-04-05 08:42:33,501209085,2023-04-05 08:54:13,501205019
180308,2023-04-05 08:42:44,501204009,2023-04-05 08:55:10,501205007
180338,2023-04-05 08:44:21,501202050,2023-04-05 08:52:46,501205025
180383,2023-04-05 08:47:00,501205031,2023-04-05 08:57:22,501205025
180415,2023-04-05 08:48:38,501205021,2023-04-05 08:52:21,501205023
180434,2023-04-05 08:49:12,501205020,2023-04-05 08:55:34,501205009
180449,2023-04-05 08:49:36,501205020,2023-04-05 08:55:38,501205009
180470,2023-04-05 08:50:21,501203053,2023-04-05 08:56:54,501205018
180474,2023-04-05 08:50:32,501204009,2023-04-05 08:57:23,501204007
180475,2023-04-05 08:50:33,501204009,2023-04-05 08:57:16,501204007
180477,2023-04-05 08:50:37,501204009,2023-04-05 08:57:09,501204007
180541,2023-04-05 08:54:19,501205007,2023-04-05 08:54:31,501205007
180550,2023-04-05 08:54:44,501205019,2023-04-05 08:55:53,501205019
